text,style 
"
 Меньшой брат его, Андрий, имел чувства несколько живее и как-то более развитые.  Он учился охотнее и без напряжения, с каким обыкновенно принимается тяжелый и сильный характер.",0
" Он был изобретательнее своего брата; чаще являлся предводителем довольно опасного предприятия и иногда, с помощию изобретательного ума своего, умел увертываться от наказания, тогда как брат его, Остап, отложивши всякое попечение, скидал с себя свитку и ложился на пол, вовсе не думая просить о помиловании.  Он также кипел жаждою подвига, но вместе с нею душа его была доступна и другим чувствам.",0
" Потребность любви вспыхнула в нем живо, когда он перешел за восьмнадцать лет; женщина чаще стала представляться горячим мечтам его; он, слушая философские диспуты, видел ее поминутно, свежую, черноокую, нежную; пред ним беспрерывно мелькали ее сверкающие, упругие перси, нежная, прекрасная, вся обнаженная рука; самое платье, облипавшее вокруг ее девственных и вместе мощных членов, дышало в мечтах его каким-то невыразимым сладострастием.  Он тщательно скрывал от своих товарищей эти движения страстной юношеской души, потому что в тогдашний век было стыдно и бесчестно думать казаку о женщине и любви, не отведав битвы.",0
" Вообще в последние годы он реже являлся предводителем какой-нибудь ватаги, но чаще бродил один где-нибудь в уединенном закоулке Киева, потопленном в вишневых садах, среди низеньких домиков, заманчиво глядевших на улицу.  Иногда он забирался и в улицу аристократов, в нынешнем старом Киеве, где жили малороссийские и польские дворяне и где домы были выстроены с некоторою прихотливостию.  Один раз, когда он зазевался, на него почти наехала колымага какого-то польского пана, и сидевший на козлах возница с престрашными усами хлыстнул его довольно исправно бичом.  Молодой бурсак вскипел: с безумною смелостию схватил он мощною рукою своею за заднее колесо и остановил колымагу.",0
" Но кучер, опасаясь разделки, ударил по лошадям, они рванули — и Андрий, к счастию успевший отхватить руку, шлепнулся на землю прямо лицом в грязь.  Самый звонкий и гармонический смех раздался над ним.  Он поднял глаза и увидел стоявшую у окна красавицу, какой еще не видывал отроду: черноглазую и белую, как снег, озаренный утренним румянцем солнца.  Она смеялась от всей души, и смех придавал сверкающую силу ее ослепительной красоте.  Он оторопел.",0
" Он глядел на нее, совсем потерявшись, рассеянно обтирая с лица своего грязь, которою еще более замазывался.  Кто бы была эта красавица? Он хотел было узнать от дворни, которая толпою, в богатом убранстве, стояла за воротами, окружив игравшего молодого бандуриста.",0
" Но дворня подняла смех, увидевши его запачканную рожу, и не удостоила его ответом.  Наконец он узнал, что это была дочь приехавшего на время ковенского воеводы.  В следующую же ночь, с свойственною одним бурсакам дерзостию, он пролез через частокол в сад, взлез на дерево, которое раскидывалось ветвями на самую крышу дома; с дерева перелез он на крышу и через трубу камина пробрался прямо в спальню красавицы, которая в это время сидела перед свечою и вынимала из ушей своих дорогие серьги.",0
" Прекрасная полячка так испугалась, увидевши вдруг перед собою незнакомого человека, что не могла произнести ни одного слова; но когда приметила, что бурсак стоял, потупив глаза и не смея от робости пошевелить рукою, когда узнала в нем того же самого, который хлопнулся перед ее глазами на улице, смех вновь овладел ею.  Притом в чертах Андрия ничего не было страшного: он был очень хорош собою.  Она от души смеялась и долго забавлялась над ним.  Красавица была ветрена, как полячка; но глаза ее, глаза чудесные, пронзительно-ясные, бросали взгляд долгий, как постоянство.  Бурсак не мог пошевелить рукою и был связан, как в мешке, когда дочь воеводы смело подошла к нему, надела ему на голову свою блистательную диадему, повесила на губы ему серьги и накинула на него кисейную прозрачную шемизетку с фестонами, вышитыми золотом.",0
" Она убирала его и делала с ним тысячу разных глупостей с развязностию дитяти, которою отличаются ветреные полячки и которая повергла бедного бурсака в большее еще смущение.  Он представлял смешную фигуру, раскрывши рот и глядя неподвижно в ее ослепительные очи.  Раздавшийся в это время у дверей стук испугал ее.  Она велела ему спрятаться под кровать, и, как только беспокойство прошло, кликнула свою горничную, пленную татарку, и дала ей приказание осторожно вывесть его в сад и оттуда отправить через забор.  Но на этот раз бурсак наш не так счастливо перебрался через забор: проснувшийся сторож хватил его порядочно по ногам, и собравшаяся дворня долго колотила его уже на улице, покамест быстрые ноги не спасли его.",0
" После этого проходить мимо дома было очень опасно, потому что дворня у воеводы была многочисленна.  Он встретил ее еще раз в костеле: она заметила его и очень приятно усмехнулась, как давнему знакомому; он видел ее вскользь еще один раз, и после этого воевода ковенский скоро уехал, и вместо прекрасной черноглазой полячки выглядывало из окон какое-то толстое лицо.  Вот о чем думал Андрий, повесив голову и потупив глаза в гриву коня своего. 
 А между тем степь уже давно приняла их всех в свои зеленые объятия, и высокая трава, обступивши, скрыла их, и только черные казачьи шапки одни мелькали между ее колосьями.",0
"
 И казаки, принагнувшись к коням, пропали в траве.  Уже и черных шапок нельзя было видеть; одна только струя сжимаемой травы показывала след их быстрого бега. 
 Солнце выглянуло давно на расчищенном небе и живительным, теплотворным светом своим облило степь.  Все, что смутно и сонно было на душе у казаков, вмиг слетело; сердца их встрепенулись, как птицы.",0
"
 Степь, чем далее, тем становилась прекраснее.  Тогда весь юг, все то пространство, которое составляет нынешнюю Новороссию, до самого Черного моря, было зеленою, девственною пустынею.  Никогда плуг не проходил по неизмеримым волнам диких растений; одни только кони, скрывавшиеся в них, как в лесу, вытаптывали их.  Ничего в природе не могло быть лучше: вся поверхность земли представлялась зелено-золотым океаном, по которому брызнули миллионы разных цветов.",0
" Сквозь тонкие, высокие стебли травы сквозили голубые, синие и лиловые волошки; желтый дрок выскакивал вверх своею пирамидальною верхушкою; белая кашка зонтикообразными шапками пестрела на поверхности; занесенный Бог знает откуда колос пшеницы наливался в гуще.  Под тонкими их корнями шныряли куропатки, вытянув свои шеи.",0
" Воздух был наполнен тысячью разных птичьих свистов.  В небе неподвижно стояли ястребы, распластав свои крылья и неподвижно устремив глаза свои в траву.  Крик двигавшейся в стороне тучи диких гусей отдавался Бог весть в каком дальнем озере.  Из травы подымалась мерными взмахами чайка и роскошно купалась в синих волнах воздуха; вон она пропала в вышине и только мелькает одною черною точкою! вон она перевернулась крылами и блеснула перед солнцем!.",0
".  Черт вас возьми, степи, как вы хороши!. . 
 Наши путешественники останавливались только на несколько минут для обеда, причем ехавший с ними отряд, состоявший из десяти казаков, слезал с лошадей, отвязывал деревянные баклажки с горелкою и тыквы, употребляемые вместо сосудов.  Ели только хлеб с салом или коржи, пили только по одной чарке, единственно для подкрепления, потому что Тарас Бульба не позволял никогда напиваться в дороге, и продолжали путь до вечера.",0
"
 Вечером вся степь совершенно переменялась: все пестрое пространство ее охватывалось последним ярким отблеском солнца и постепенно темнело, так что видно было, как тень перебегала по нем, и она становилась темно-зеленою; испарения подымались гуще; каждый цветок, каждая травка испускала амбру, и вся степь курилась благовонием.  По небу, изголуба-темному, как будто исполинскою кистью наляпаны были широкие полосы из розового золота; изредка белели клоками легкие и прозрачные облака, и самый свежий, обольстительный, как морские волны, ветерок едва колыхался по верхушкам травы и чуть дотрогивался до щек.",0
" Вся музыка, звучавшая днем, утихала и сменялась другою.  Пестрые суслики выпалзывали из нор своих, становились на задние лапки и оглашали степь свистом.  Трещание кузнечиков становилось слышнее.",0
" Иногда слышался из какого-нибудь уединенного озера крик лебедя и, как серебро, отдавался в воздухе.  Путешественники, остановившись среди полей, избирали ночлег, раскладывали огонь и ставили на него котел, в котором варили себе кулиш; пар отделялся и косвенно дымился на воздухе.",0
" Поужинав, казаки ложились спать, пустивши по траве спутанных коней своих.  Они раскидывались на свитках.  На них прямо глядели ночные звезды.  Они слышали своим ухом весь бесчисленный мир насекомых, наполнявших траву: весь их треск, свист, стрекотанье, — все это звучно раздавалось среди ночи, очищалось в свежем воздухе и убаюкивало дремлющий слух.  Если же кто-нибудь из них подымался и вставал на время, то ему представлялась степь усеянною блестящими искрами светящихся червей.",0
" Иногда ночное небо в разных местах освещалось дальним заревом от выжигаемого по лугам и рекам сухого тростника, и темная вереница лебедей, летевших на север, вдруг освещалась серебряно-розовым светом, и тогда казалось, что красные платки летели по темному небу. 
 Путешественники ехали без всяких приключений.  Нигде не попадались им деревья: все та же бесконечная, вольная, прекрасная степь.  По временам только в стороне синели верхушки отдаленного леса, тянувшегося по берегам Днепра.  Один только раз Тарас указал сыновьям на маленькую, черневшую в дальней траве точку, сказавши: «Смотрите, детки, вон скачет татарин!» Маленькая головка с усами уставила издали прямо на них узенькие глаза свои, понюхала воздух, как гончая собака, и, как серна, пропала, увидевши, что казаков было тринадцать человек.",0
" «А ну, дети, попробуйте догнать татарина! и не пробуйте; вовеки не поймаете: у него конь быстрее моего Черта».  Однако ж Бульба взял предосторожность, опасаясь где-нибудь скрывшейся засады.",0
" Они прискакали к небольшой речке, называвшейся Татаркою, впадающей в Днепр, кинулись в воду с конями своими и долго плыли по ней, чтобы скрыть свой след, и тогда уже, выбравшись на берег, они продолжали путь.  Чрез три дня после этого они были уже недалеко от места, бывшего предметом их поездки.  В воздухе вдруг захолодело: они почувствовали близость Днепра.",0
" Вот он сверкает вдали и темною полосою отделился от горизонта.  Он веял холодными волнами и расстилался ближе, ближе и, наконец, обхватил половину всей поверхности земли.  Это было то место Днепра, где он, дотоле спертый порогами, брал наконец свое и шумел, как море, разлившись по воле, где брошенные в средину его острова вытесняли его еще далее из берегов и волны его стлались широко по земле, не встречая ни утесов, ни возвышений.  Казаки сошли с коней своих, взошли на паром и через три часа плавания были уже у берегов острова Хортицы, где была тогда Сечь, так часто переменявшая свое жилище.",0
"
 Куча народу бранилась на берегу с перевозчиками.  Казаки оправили коней.  Тарас приосанился, стянул на себе покрепче пояс и гордо провел рукою по усам.",0
" Молодые сыны его тоже осмотрели себя с ног до головы с каким-то страхом и неопределенным удовольствием, — и все вместе въехали в предместье, находившееся за полверсты от Сечи.  При въезде их оглушили пятьдесят кузнецких молотов, ударявших в двадцати пяти кузницах, покрытых дерном и вырытых в земле.  Сильные кожевники сидели под навесом крылец на улице и мяли своими дюжими руками бычачьи кожи; крамари под ятками сидели с кучами кремней, огнивами и порохом; армянин развесил дорогие платки; татарин ворочал на рожнах бараньи катки с тестом; жид, выставив вперед свою голову, цедил из бочки горелку.",0
" Но первый, кто попался им навстречу, это был запорожец, спавший на самой средине дороги, раскинув руки и ноги.  Тарас Бульба не мог не остановиться и не полюбоваться на него. 
 В самом деле, это была картина довольно смелая: запорожец, как лев, растянулся на дороге; закинутый гордо чуб его захватывал на пол-аршина земли; шаровары алого дорогого сукна были запачканы дегтем для показания полного к ним презрения.",0
" Полюбовавшись, Бульба пробирался далее по тесной улице, которая была загромождена мастеровыми, тут же отправлявшими ремесло свое, и людьми всех наций, наполнявшими это предместие Сечи, которое было похоже на ярмарку и которое одевало и кормило Сечь, умевшую только гулять да палить из ружей. 
 Наконец они миновали предместие и увидели несколько разбросанных куреней, покрытых дерном или, по-татарски, войлоком.  Иные уставлены были пушками.",0
" Нигде не видно было забора или тех низеньких домиков с навесами на низеньких деревянных столбиках, какие были в предместье.  Небольшой вал и засека, не хранимые решительно никем, показывали страшную беспечность.  Несколько дюжих запорожцев, лежавших с трубками в зубах на самой дороге, посмотрели на них довольно равнодушно и не сдвинулись с места.  Тарас осторожно проехал с сыновьями между них, сказавши: «Здравствуйте, панове!» — «Здравствуйте и вы!» — отвечали запорожцы.",0
" Везде, по всему полю, живописными кучами пестрел народ.  По смуглым лицам видно было, что все были закалены в битвах, испробовали всяких невзгод.  Так вот она, Сечь! Вот то гнездо, откуда вылетают все те гордые и крепкие, как львы! вот откуда разливается воля и казачество на всю Украину!
 Путники выехали на обширную площадь, где обыкновенно собиралась рада.  На большой опрокинутой бочке сидел запорожец без рубашки; он держал ее в руках и медленно зашивал на ней дыры.",0
" Им опять перегородила дорогу целая толпа музыкантов, в середине которых отплясывал молодой запорожец, заломивши шапку чертом и вскинувши руками.  Он кричал только: «Живее играйте, музыканты! не жалей, Фома, горелки православным христианам!» И Фома, с подбитым глазом, мерял без счету каждому пристававшему по огромнейшей кружке.",0
" Около молодого запорожца четверо старых выработывали довольно мелко ногами, вскидывались, как вихорь, на сторону, почти на голову музыкантам, и вдруг, опустившись, неслися вприсядку и били круто и крепко своими серебряными подковами плотно убитую землю.  Земля глухо гудела на всю окружность, и в воздухе далече отдавались гопаки и тропаки, выбиваемые звонкими подковами сапогов.  Но один всех живее вскрикивал и летел вслед за другими в танце.",0
" Чуприна развевалась по ветру, вся открыта была сильная грудь; теплый зимний кожух был надет в рукава, и пот градом лил с него, как из ведра.  «Да сними хоть кожух! — сказал, наконец, Тарас, — видишь, как парит!» — «Не можно!» — кричал запорожец.",0
" «Отчего?» — «Не можно; у меня уж такой нрав: что скину, то пропью».  А шапки уж давно не было на молодце, ни пояса на кафтане, ни шитого платка: все пошло куда следует.  Толпа росла; к танцующим приставали другие, и нельзя было видеть без внутреннего движенья, как все отдирало танец самый вольный, самый бешеный, какой только видел когда-либо свет и который, по своим мощным изобретателям, назван казачком. 
 А между тем в народе стали попадаться и уваженные по заслугам всею Сечью, седые, старые чубы, бывавшие не раз старшинами.",0
" Тарас скоро встретил множество знакомых лиц.  Остап и Андрий слышали только приветствия: «А, это ты, Печерица! Здравствуй, Козолуп!» — «Откуда Бог несет тебя, Тарас?» — «Ты как сюда зашел, Долото? Здорово, Кирдяга! Здорово, Густый! Думал ли я видеть тебя, Ремень?» И витязи, собравшиеся со всего разгульного мира восточной России, целовались взаимно, и тут понеслись вопросы: «А что Касьян? что Бородавка? что Колопер? что Пидсыток?» И слышал только в ответ Тарас Бульба, что Бородавка повешен в Толопане, что с Колопера содрали кожу под Кизикирменом, что Пидсыткова голова посолена в бочке и отправлена в самый Царьград.  Понурил голову старый Бульба и раздумчиво говорил: «Добрые были казаки!»
 Уже около недели Тарас Бульба жил с сыновьями своими на Сечи.  Остап и Андрий мало занимались военною школою.  Сечь не любила затруднять себя военными упражнениями и терять время; юношество воспитывалось и образовывалось в ней одним опытом, в самом пылу битв, которые оттого были почти беспрерывны.",0
" Казаки почитали скучным занимать промежутки изучением какой-нибудь дисциплины, кроме разве стрельбы в цель да изредка конной скачки и гоньбы за зверем в степях и лугах; все прочее время отдавалось гульбе — признаку широкого размета душевной воли.  Вся Сечь представляла необыкновенное явление: это было какое-то беспрерывное пиршество, бал, начавшийся шумно и потерявший конец свой.  Некоторые занимались ремеслами, иные держали лавочки и торговали, но большая часть гуляла с утра до вечера, если в карманах звучала возможность и добытое добро не перешло еще в руки торгашей и шинкарей.  Это общее пиршество имело в себе что-то околдовывающее.",0
" Оно не было сборищем бражников, напивавшихся с горя, но было просто бешеное разгулье веселости.  Всякий приходящий сюда позабывал и бросал все, что дотоле его занимало.  Он, можно сказать, плевал на свое прошедшее и беззаботно предавался воле и товариществу таких же, как сам, гуляк, не имевших ни родных, ни угла, ни семейства, кроме вольного неба и вечного пира души своей.",0
" Это производило ту бешеную веселость, которая не могла бы родиться ни из какого другого источника.  Рассказы и болтовня среди собравшейся толпы, лениво отдыхавшей на земле, часто так были смешны и дышали такою силою живого рассказа, что нужно было иметь всю хладнокровную наружность запорожца, чтобы сохранять неподвижное выражение лица, не моргнув даже усом, — резкая черта, которою отличается доныне от других братьев своих южный россиянин.  Веселость была пьяна, шумна, но при всем том это не был черный кабак, где мрачно-искажающим весельем забывается человек; это был тесный круг школьных товарищей.  Разница была только в том, что вместо сидения за указкой и пошлых толков учителя они производили набег на пяти тысячах коней; вместо луга, где играют в мяч, у них были неохраняемые, беспечные границы, в виду которых татарин выказывал быструю свою голову и неподвижно, сурово глядел турок в зеленой чалме своей.  Разница та, что вместо насильной воли, соединившей их в школе, они сами собою кинули отцов и матерей и бежали из родительских домов; что здесь были те, у которых уже моталась около шеи веревка и которые вместо бледной смерти увидели жизнь, и жизнь во всем разгуле; что здесь были те, которые, по благородному обычаю, не могли удержать в кармане своем копейки; что здесь были те, которые дотоле червонец считали богатством, у которых, по милости арендаторов-жидов, карманы можно было выворотить без всякого опасения что-нибудь выронить.",0
" Здесь были все бурсаки, не вытерпевшие академических лоз и не вынесшие из школы ни одной буквы; но вместе с ними здесь были те, которые знали, что такое Гораций, Цицерон и Римская республика.  Тут было много тех офицеров, которые потом отличались в королевских войсках; тут было множество образовавшихся опытных партизанов, которые имели благородное убеждение мыслить, что все равно, где бы ни воевать, только бы воевать, потому что неприлично благородному человеку быть без битвы.  Много было и таких, которые пришли на Сечь с тем, чтобы потом сказать, что они были на Сечи и уже закаленные рыцари.  Но кого тут не было? Это странная республика была именно потребностию того века.  Охотники до военной жизни, до золотых кубков, богатых парчей, дукатов и реалов во всякое время могли найти здесь работу.",0
" Одни только обожатели женщин не могли найти здесь ничего, потому что даже в предместье Сечи не смела показываться ни одна женщина.  Остапу и Андрию казалось чрезвычайно странным, что при них же приходила на Сечь бездна народу, и хоть бы кто-нибудь спросил: откуда эти люди, кто они и как их зовут? Они приходили сюда, как будто бы возвращаясь в свой собственный дом, откуда только за час перед тем вышли.  Пришедший являлся только к кошевому, который обыкновенно говорил:
 Пришедший крестился. 
 Этим оканчивалась вся церемония.  И вся Сечь молилась в одной церкви и готова была защищать ее до последней капли крови, хотя и слышать не хотела о посте и воздержании.",0
" Только побуждаемые сильною корыстию жиды, армяне и татары осмеливались жить и торговать в предместье, потому что запорожцы никогда не любили торговаться, а сколько рука вынула из кармана денег, столько и платили.  Впрочем, участь этих корыстолюбивых торгашей была очень жалка: они походили на тех, которые селились у подошвы Везувия, потому что, как только у запорожцев неставало денег, то удалые разбивали их лавочки и брали всегда даром.",0
" Сечь состояла из шестидесяти с лишком куреней, которые очень похожи были на отдельные, независимые республики, а еще более на школу и бурсу детей, живущих на всем готовом.  Никто ничем не заводился и ничего не держал у себя; все было на руках у куренного атамана, который за это обыкновенно носил название «батьки».  У него были на руках деньги, платья, весь харч, саламата, каша и даже топливо; ему отдавали деньги под сохран.",0
" Нередко происходила ссора у куреней с куренями: в таком случае дело тот же час доходило до драки.  Курени покрывали площадь и кулаками ломали друг другу бока, покамест одни не пересиливали наконец и не брали верх, и тогда начиналась гульня.  Такова была эта Сечь, имевшая столько приманок для молодых людей. 
 Остап и Андрий кинулись со всею пылкостию юношей в это разгульное море и забыли вмиг и отцовский дом, и бурсу, и все, что волновало прежде душу, и предались новой жизни.  Все занимало их: разгульные обычаи Сечи, и немногосложная управа, и законы, которые казались им даже слишком строгими среди такой своевольной республики.",0
" Если казак проворовался, украл какую-нибудь безделицу, это считалось уже поношением всему казачеству: его, как бесчестного, привязывали к позорному столбу и клали возле него дубину, которою всякий проходящий обязан был нанести ему удар, пока таким образом не забивали его до смерти.  Не платившего должника приковывали цепью к пушке, где должен был он сидеть до тех пор, пока кто-нибудь из товарищей не решался его выкупить, заплативши за него долг.",0
" Но более всего произвела впечатление на Андрия страшная казнь, определенная за смертоубийство.  Тут же, при нем, вырыли яму, опустили туда живого убийцу и сверх него поставили гроб, заключавший тело им убиенного, и потом обоих засыпали землею.  Долго потом все чудился ему страшный обряд казни и все представлялся этот заживо засыпанный человек вместе с ужасным гробом.",0
"
 Скоро оба молодые казака стали на хорошем счету у казаков.  Часто вместе с другими товарищами своего куреня, а иногда со всем куренем и с соседними куренями выступали они в степи для стрельбы несметного числа всех возможных степных птиц, оленей и коз, или же выходили на озера, реки и протоки, отведенные по жребию каждому куреню, закидывать невода, сети и тащить богатые тони на продовольствие всего куреня.  Хотя и не было тут науки, на которой пробуется казак, но они стали уже заметны между другими молодыми прямою удалью и удачливостью во всем.  Бойко и метко стреляли в цель, переплывали Днепр против течения — дело, за которое новичок принимался торжественно в казацкие круги. 
 Но старый Тарас готовил им другую деятельность.",0
" Ему не по душе была такая праздная жизнь — настоящего дела хотел он.  Он все придумывал, как бы поднять Сечь на отважное предприятие, где бы можно было разгуляться как следует рыцарю; наконец в один день пришел к кошевому и сказал ему прямо:
 Кошевой не дал ответа на этот вопрос.  Это был упрямый казак.  Он немного помолчал и потом сказал:
 Сговорившись с тем и другим, задал он всем попойку, и хмельные казаки в числе нескольких человек повалили прямо на площадь, где стояли привязанные к столбу литавры, в которые обыкновенно били сбор на раду; не нашедши палок, хранившихся всегда у довбиша, они схватили по полену в руки и начали колотить в них.",0
" На бой прежде всего прибежал довбиш, высокий человек с одним только глазом, однако ж, несмотря на то, страшно заспанным. 
 Довбиш вынул тотчас из кармана палки, которые он взял с собою, очень хорошо зная окончание подобных происшествий.",0
" Литавры грянули, — и скоро на площадь, как шмели, стали собираться черные кучи запорожцев.  Все собрались в кружок, и после третьего боя показались, наконец, старшины: кошевой с палицей в руке, знаком своего достоинства, судья с войсковою печатью, писарь с чернильницею и есаул с жезлом.  Кошевой и старшины сняли шапки и раскланялись на все стороны казакам, которые гордо стояли, подпершись руками в бока. 
 Некоторые из трезвых куреней хотели, как казалось, противиться; но курени, и пьяные и трезвые, пошли на кулаки.",0
" Крик и шум сделались общими. 
 Кошевой хотел было говорить, но, зная что разъярившаяся, своевольная толпа может за это прибить его насмерть, что всегда почти бывает в подобных случаях, поклонился очень низко, положил палицу и скрылся в толпе.",0
"
 Все кандидаты, услышав произнесенными свои имена, тотчас же вышли из толпы, чтобы не подать никакого повода думать, будто бы они помогали личным участьем своим в избрании. 
 Дело принялись доказывать кулаками, и Кирдяга восторжествовал. 
 Человек десяток казаков отделилось тут же из толпы; некоторые из них едва держались на ногах — до такой степени успели нагрузиться, и отправились прямо к Кирдяге, объявить ему о его избрании. 
 Кирдяга, хотя престарелый, но умный казак, давно уже сидел в своем курене и как бы не ведал ни о чем происходившем. 
 Таким образом введен был Кирдяга в казачий круг.",0
